#Distance_(Ang) @%OW_=>_@%OW
         15.775     0.000001
         15.825     0.000001
         15.875     0.000003
         15.925     0.000004
         15.975     0.000002
         16.025     0.000000
         16.075     0.000002
         16.125     0.000001
         16.175     0.000004
         16.225     0.000000
         16.275     0.000003
         16.325     0.000001
         16.375     0.000001
         16.425     0.000000
         16.475     0.000001
         16.525     0.000000
         16.575     0.000002
         16.625     0.000000
         16.675     0.000000
         16.725     0.000001
         16.775     0.000000
         16.825     0.000002
         16.875     0.000000
         16.925     0.000001
         16.975     0.000000
         17.025     0.000000
         17.075     0.000000
         17.125     0.000000
         17.175     0.000000
         17.225     0.000000
         17.275     0.000000
         17.325     0.000000
         17.375     0.000000
         17.425     0.000000
         17.475     0.000000
         17.525     0.000000
         17.575     0.000000
         17.625     0.000000
         17.675     0.000000
         17.725     0.000000
         17.775     0.000000
         17.825     0.000000
         17.875     0.000000
         17.925     0.000000
         17.975     0.000000
         18.025     0.000000
         18.075     0.000000
         18.125     0.000000
         18.175     0.000000
         18.225     0.000000
         18.275     0.000000
         18.325     0.000000
         18.375     0.000000
         18.425     0.000000
         18.475     0.000000
         18.525     0.000000
         18.575     0.000000
         18.625     0.000000
         18.675     0.000000
         18.725     0.000000
         18.775     0.000000
         18.825     0.000000
         18.875     0.000000
         18.925     0.000000
         18.975     0.000000
         19.025     0.000000
         19.075     0.000000
         19.125     0.000000
         19.175     0.000000
         19.225     0.000000
         19.275     0.000000
         19.325     0.000000
         19.375     0.000000
         19.425     0.000000
         19.475     0.000000
         19.525     0.000000
         19.575     0.000000
         19.625     0.000000
         19.675     0.000000
         19.725     0.000000
         19.775     0.000000
         19.825     0.000000
         19.875     0.000000
         19.925     0.000000
         19.975     0.000000
